DiseaseIndex,DiseaseID,DrugIndex,DrugID
178,DIS3U9HN,1156,DMFOVSD
178,DIS3U9HN,1195,DMG8K57
178,DIS3U9HN,1206,DMGCSVF
178,DIS3U9HN,1210,DMGEMB7
178,DIS3U9HN,1392,DMIOZ29
178,DIS3U9HN,1405,DMIVJ0D
178,DIS3U9HN,1448,DMJIBAW
178,DIS3U9HN,1472,DMJX6ZG
178,DIS3U9HN,1506,DMKBJWP
178,DIS3U9HN,1532,DMKMWQG
178,DIS3U9HN,1534,DMKOXFE
178,DIS3U9HN,1544,DMKVWGE
178,DIS3U9HN,1567,DML72VJ
178,DIS3U9HN,1571,DML97WV
178,DIS3U9HN,1677,DMMV0KW
178,DIS3U9HN,1680,DMMWZET
178,DIS3U9HN,1800,DMOM8AL
178,DIS3U9HN,1804,DMOMP9U
178,DIS3U9HN,1878,DMPO7S1
178,DIS3U9HN,1909,DMQ2JO5
178,DIS3U9HN,1917,DMQ8FR2
178,DIS3U9HN,1966,DMQYLGP
178,DIS3U9HN,1968,DMQYV60
178,DIS3U9HN,2042,DMRWLB2
178,DIS3U9HN,2151,DMTFK3O
178,DIS3U9HN,2157,DMTIGA0
178,DIS3U9HN,2176,DMTP2NJ
178,DIS3U9HN,2218,DMUDJZM
178,DIS3U9HN,2225,DMUIE76
178,DIS3U9HN,2253,DMUTYR2
178,DIS3U9HN,2333,DMW4X37
178,DIS3U9HN,2342,DMW6ZJI
178,DIS3U9HN,2434,DMXDZAQ
178,DIS3U9HN,2438,DMXGJEI
178,DIS3U9HN,2464,DMXTMBJ
178,DIS3U9HN,2503,DMYHDCA
178,DIS3U9HN,2558,DMZ80SB
178,DIS3U9HN,2565,DMZAL7W
178,DIS3U9HN,2567,DMZBU15
178,DIS3U9HN,2583,DMZHUO5
178,DIS3U9HN,2601,DMZPHIK
178,DIS3U9HN,2608,DMZSWQC
179,DIS3UASE,2064,DMS9503
180,DIS3VIP5,374,DM4SJ5Y
181,DIS3VKEI,1253,DMGU74E
181,DIS3VKEI,1638,DMMC45B
181,DIS3VKEI,2482,DMY2KX9
182,DIS3VLDH,510,DM6IR3P
182,DIS3VLDH,834,DMB1IU4
182,DIS3VLDH,1307,DMHN027
182,DIS3VLDH,1410,DMIYDT4
182,DIS3VLDH,2063,DMS8IFC
182,DIS3VLDH,2243,DMUPE07
182,DIS3VLDH,2305,DMVP5YE
182,DIS3VLDH,2604,DMZR15V
183,DIS3WGAL,193,DM2AQ5N
184,DIS3X247,64,DM0QJDC
184,DIS3X247,125,DM1JEGF
184,DIS3X247,134,DM1OFHN
184,DIS3X247,189,DM28UJG
184,DIS3X247,271,DM3FXPS
184,DIS3X247,570,DM79VXT
184,DIS3X247,642,DM89QE1
184,DIS3X247,692,DM8WI3R
184,DIS3X247,787,DMAGFOD
184,DIS3X247,1161,DMFRM1I
184,DIS3X247,1208,DMGDKXN
184,DIS3X247,1260,DMGXENV
184,DIS3X247,1335,DMHY3IP
184,DIS3X247,1474,DMJXIC9
184,DIS3X247,2131,DMT45MU
184,DIS3X247,2361,DMWFJTR
184,DIS3X247,2436,DMXFZZB
184,DIS3X247,2502,DMYHBKN
184,DIS3X247,2513,DMYN59P
185,DIS3XJ69,8,DM053KT
185,DIS3XJ69,34,DM0EP7M
185,DIS3XJ69,36,DM0FB1J
185,DIS3XJ69,162,DM1YBRM
185,DIS3XJ69,184,DM26PRD
185,DIS3XJ69,206,DM2G9AE
185,DIS3XJ69,220,DM2NUH3
185,DIS3XJ69,245,DM30SGU
185,DIS3XJ69,291,DM3PD2C
185,DIS3XJ69,347,DM4KDYJ
185,DIS3XJ69,441,DM5PCS7
185,DIS3XJ69,445,DM5PVQE
185,DIS3XJ69,482,DM671NG
185,DIS3XJ69,549,DM70DTN
185,DIS3XJ69,615,DM7SJD6
185,DIS3XJ69,718,DM9BI7M
185,DIS3XJ69,784,DMAF1NB
185,DIS3XJ69,858,DMBFE74
185,DIS3XJ69,1297,DMHIDUE
185,DIS3XJ69,1364,DMIBH7M
185,DIS3XJ69,1386,DMINRKW
185,DIS3XJ69,1447,DMJIA6T
185,DIS3XJ69,1484,DMK1GBJ
185,DIS3XJ69,1496,DMK7F9S
185,DIS3XJ69,1545,DMKWFBT
185,DIS3XJ69,1563,DML53ZJ
185,DIS3XJ69,1650,DMMIHVP
185,DIS3XJ69,1715,DMNHTZI
185,DIS3XJ69,1723,DMNLHAC
185,DIS3XJ69,1749,DMNZWL7
185,DIS3XJ69,1817,DMOUC09
185,DIS3XJ69,1867,DMPI98T
185,DIS3XJ69,1873,DMPM4SK
185,DIS3XJ69,1892,DMPWB7T
185,DIS3XJ69,1952,DMQTJSX
185,DIS3XJ69,1954,DMQTREB
185,DIS3XJ69,1985,DMR6QH0
185,DIS3XJ69,2036,DMRSES8
185,DIS3XJ69,2124,DMSZQAK
185,DIS3XJ69,2129,DMT2FDC
185,DIS3XJ69,2134,DMT5HA4
185,DIS3XJ69,2292,DMVKA4O
186,DIS3YBRD,509,DM6I5GR
186,DIS3YBRD,1535,DMKQTBA
186,DIS3YBRD,2082,DMSHW2E
188,DIS40YPP,914,DMCBJSR
188,DIS40YPP,1721,DMNL0E6
188,DIS40YPP,1933,DMQL8XJ
189,DIS4278E,201,DM2EN6G
189,DIS4278E,2520,DMYPXMF
190,DIS42T63,2429,DMXBZ1D
191,DIS43E0O,292,DM3Q1SM
191,DIS43E0O,954,DMCUT21
192,DIS43J58,1572,DMLB0EZ
193,DIS45J3D,406,DM5BXH9
194,DIS47W6X,876,DMBP5N3
195,DIS47Y1K,282,DM3NC4M
195,DIS47Y1K,441,DM5PCS7
195,DIS47Y1K,534,DM6TS1N
195,DIS47Y1K,632,DM82Z30
195,DIS47Y1K,751,DM9YSNQ
195,DIS47Y1K,936,DMCO5JZ
195,DIS47Y1K,1142,DMFJTDI
195,DIS47Y1K,1145,DMFKXDY
195,DIS47Y1K,1189,DMG60XN
195,DIS47Y1K,1191,DMG6OYJ
195,DIS47Y1K,1374,DMIJATC
195,DIS47Y1K,1731,DMNP60F
195,DIS47Y1K,1788,DMOJ0V6
195,DIS47Y1K,1873,DMPM4SK
195,DIS47Y1K,1891,DMPVRN9
195,DIS47Y1K,2016,DMRJSP8
195,DIS47Y1K,2124,DMSZQAK
195,DIS47Y1K,2149,DMTBW2O
195,DIS47Y1K,2231,DMUL45H
195,DIS47Y1K,2472,DMXYTN9
195,DIS47Y1K,2549,DMZ36RN
196,DIS487SI,2440,DMXI8X0
197,DIS48YMM,834,DMB1IU4
198,DIS48ZAP,175,DM23YO2
198,DIS48ZAP,278,DM3KJBC
198,DIS48ZAP,587,DM7F5OW
198,DIS48ZAP,842,DMB4SFH
198,DIS48ZAP,1101,DMF3AN7
198,DIS48ZAP,1503,DMKAEQW
198,DIS48ZAP,1781,DMOGREH
198,DIS48ZAP,1939,DMQN30Z
199,DIS492ZO,424,DM5J64S
200,DIS49YWI,1850,DMPCG2L
201,DIS4AFTN,2064,DMS9503
202,DIS4AO5Z,1975,DMR2J95
202,DIS4AO5Z,2317,DMVTU5Q
203,DIS4AT5W,331,DM4BDON
203,DIS4AT5W,716,DM98IXF
203,DIS4AT5W,790,DMAHJEF
203,DIS4AT5W,1195,DMG8K57
203,DIS4AT5W,1680,DMMWZET
203,DIS4AT5W,1917,DMQ8FR2
204,DIS4CL3X,131,DM1N62C
204,DIS4CL3X,139,DM1SC8M
204,DIS4CL3X,184,DM26PRD
204,DIS4CL3X,206,DM2G9AE
204,DIS4CL3X,269,DM3EP8N
204,DIS4CL3X,291,DM3PD2C
204,DIS4CL3X,351,DM4LECQ
204,DIS4CL3X,385,DM4ZS8M
204,DIS4CL3X,441,DM5PCS7
204,DIS4CL3X,445,DM5PVQE
204,DIS4CL3X,468,DM6034S
204,DIS4CL3X,503,DM6F1PU
204,DIS4CL3X,643,DM8AES7
204,DIS4CL3X,718,DM9BI7M
204,DIS4CL3X,1144,DMFK9HG
204,DIS4CL3X,1200,DMGB5RE
204,DIS4CL3X,1259,DMGX5Q0
204,DIS4CL3X,1273,DMH4PEY
204,DIS4CL3X,1288,DMHD4PE
204,DIS4CL3X,1295,DMHG57U
204,DIS4CL3X,1524,DMKITQE
204,DIS4CL3X,1800,DMOM8AL
204,DIS4CL3X,1855,DMPFN6Y
204,DIS4CL3X,1889,DMPUIWD
204,DIS4CL3X,1892,DMPWB7T
204,DIS4CL3X,1985,DMR6QH0
204,DIS4CL3X,2130,DMT2K5L
204,DIS4CL3X,2272,DMV26S8
204,DIS4CL3X,2514,DMYN8MA
204,DIS4CL3X,2551,DMZ3OU6
205,DIS4EJNA,234,DM2TEOL
205,DIS4EJNA,243,DM2YGNW
205,DIS4EJNA,454,DM5TVS3
206,DIS4FVAT,84,DM1237M
206,DIS4FVAT,867,DMBI9ZJ
206,DIS4FVAT,958,DMCX0K3
206,DIS4FVAT,2496,DMYBV3G
207,DIS4G1GX,1680,DMMWZET
208,DIS4GHSB,331,DM4BDON
208,DIS4GHSB,716,DM98IXF
208,DIS4GHSB,790,DMAHJEF
208,DIS4GHSB,1195,DMG8K57
208,DIS4GHSB,1210,DMGEMB7
208,DIS4GHSB,1218,DMGKV9D
208,DIS4GHSB,1680,DMMWZET
208,DIS4GHSB,1917,DMQ8FR2
208,DIS4GHSB,2072,DMSCDY9
209,DIS4GOLF,308,DM3XNUI
209,DIS4GOLF,2099,DMSPJG2
209,DIS4GOLF,2148,DMTBKF3
210,DIS4GUSE,595,DM7ICNU
210,DIS4GUSE,1166,DMFXEWT
210,DIS4GUSE,2396,DMWVCF3
211,DIS4IIDZ,1158,DMFQ320
212,DIS4IMNF,39,DM0GUSX
212,DIS4IMNF,322,DM471KJ
212,DIS4IMNF,575,DM7BN0X
212,DIS4IMNF,1012,DMDKE4N
212,DIS4IMNF,1276,DMH61ZB
212,DIS4IMNF,1685,DMMZXIW
212,DIS4IMNF,2022,DMRL3AB
212,DIS4IMNF,2113,DMSVOCZ
212,DIS4IMNF,2471,DMXYLQ3
213,DIS4IXDI,1901,DMPZI3Q
213,DIS4IXDI,2232,DMUL5EW
214,DIS4KMW5,2486,DMY60I8
215,DIS4LKDT,53,DM0MQ35
215,DIS4LKDT,76,DM0VQN3
215,DIS4LKDT,218,DM2NLS9
215,DIS4LKDT,300,DM3VOGS
215,DIS4LKDT,346,DM4K7GQ
215,DIS4LKDT,492,DM6AN32
215,DIS4LKDT,595,DM7ICNU
215,DIS4LKDT,918,DMCEW64
215,DIS4LKDT,1334,DMHWE7P
215,DIS4LKDT,1413,DMIZ6W2
215,DIS4LKDT,1468,DMJUNY5
215,DIS4LKDT,1644,DMMFWOJ
215,DIS4LKDT,1820,DMOVH1M
215,DIS4LKDT,2061,DMS6UOE
215,DIS4LKDT,2084,DMSIMD8
215,DIS4LKDT,2090,DMSL679
215,DIS4LKDT,2145,DMTAJQE
215,DIS4LKDT,2148,DMTBKF3
215,DIS4LKDT,2299,DMVN5OH
215,DIS4LKDT,2396,DMWVCF3
215,DIS4LKDT,2485,DMY5JEP
215,DIS4LKDT,2486,DMY60I8
215,DIS4LKDT,2491,DMY8NC4
215,DIS4LKDT,2529,DMYTE6L
215,DIS4LKDT,2563,DMZA017
215,DIS4LKDT,2578,DMZEPFJ
216,DIS4LY5L,78,DM0WX6I
216,DIS4LY5L,444,DM5PU6O
216,DIS4LY5L,1729,DMNOKBV
216,DIS4LY5L,2600,DMZOLBI
217,DIS4NGG7,625,DM7YCK3
217,DIS4NGG7,1751,DMO14SG
217,DIS4NGG7,2548,DMZ30JT
218,DIS4OCQM,613,DM7RJXL
219,DIS4PG4J,438,DM5OHYE
219,DIS4PG4J,1110,DMF8DNE
219,DIS4PG4J,1195,DMG8K57
219,DIS4PG4J,1210,DMGEMB7
219,DIS4PG4J,1523,DMKINJO
219,DIS4PG4J,1631,DMM7CHK
219,DIS4PG4J,1680,DMMWZET
219,DIS4PG4J,1686,DMN0LP8
219,DIS4PG4J,1886,DMPT74U
219,DIS4PG4J,1917,DMQ8FR2
219,DIS4PG4J,2223,DMUI0CH
219,DIS4PG4J,2396,DMWVCF3
219,DIS4PG4J,2556,DMZ6VEY
221,DIS4R0UE,76,DM0VQN3
221,DIS4R0UE,218,DM2NLS9
221,DIS4R0UE,1413,DMIZ6W2
221,DIS4R0UE,1791,DMOJZQ9
222,DIS4R2OG,10,DM05DR0
222,DIS4R2OG,145,DM1UE67
222,DIS4R2OG,990,DMD8Q3J
222,DIS4R2OG,1907,DMQ2FKJ
222,DIS4R2OG,2431,DMXCM7H
222,DIS4R2OG,2574,DMZDCS0
223,DIS4RWOW,11,DM05FXR
223,DIS4RWOW,153,DM1XBHS
223,DIS4RWOW,162,DM1YBRM
223,DIS4RWOW,173,DM23D7J
223,DIS4RWOW,174,DM23HCX
223,DIS4RWOW,184,DM26PRD
223,DIS4RWOW,204,DM2F8XZ
223,DIS4RWOW,216,DM2MFZT
223,DIS4RWOW,270,DM3FXMA
223,DIS4RWOW,281,DM3MDOL
223,DIS4RWOW,399,DM584TM
223,DIS4RWOW,429,DM5KYPJ
223,DIS4RWOW,479,DM65AGJ
223,DIS4RWOW,483,DM672AH
223,DIS4RWOW,525,DM6Q7U4
223,DIS4RWOW,540,DM6WJO9
223,DIS4RWOW,548,DM70BU5
223,DIS4RWOW,581,DM7EMDB
223,DIS4RWOW,582,DM7EN8I
223,DIS4RWOW,688,DM8VCBE
223,DIS4RWOW,714,DM96IIX
223,DIS4RWOW,773,DMA8E10
223,DIS4RWOW,815,DMAT2XH
223,DIS4RWOW,829,DMB0FWL
223,DIS4RWOW,830,DMB0T3D
223,DIS4RWOW,848,DMBAUED
223,DIS4RWOW,898,DMC128O
223,DIS4RWOW,1005,DMDIC39
223,DIS4RWOW,1030,DMDVP3B
223,DIS4RWOW,1128,DMFGFCH
223,DIS4RWOW,1170,DMFYBD0
223,DIS4RWOW,1199,DMGB035
223,DIS4RWOW,1228,DMGMF6V
223,DIS4RWOW,1248,DMGS80V
223,DIS4RWOW,1303,DMHM8ZK
223,DIS4RWOW,1305,DMHMP05
223,DIS4RWOW,1312,DMHP21E
223,DIS4RWOW,1358,DMI7DZ2
223,DIS4RWOW,1438,DMJDB0Y
223,DIS4RWOW,1470,DMJW0VS
223,DIS4RWOW,1472,DMJX6ZG
223,DIS4RWOW,1496,DMK7F9S
223,DIS4RWOW,1497,DMK7HFI
223,DIS4RWOW,1504,DMKB79O
223,DIS4RWOW,1506,DMKBJWP
223,DIS4RWOW,1562,DML4ZOT
223,DIS4RWOW,1564,DML5VQ0
223,DIS4RWOW,1574,DMLB81S
223,DIS4RWOW,1624,DMM3L6Z
223,DIS4RWOW,1670,DMMSOLA
223,DIS4RWOW,1811,DMOSQGU
223,DIS4RWOW,1869,DMPIHLS
223,DIS4RWOW,1873,DMPM4SK
223,DIS4RWOW,1884,DMPRI8G
223,DIS4RWOW,1885,DMPSB8F
223,DIS4RWOW,1887,DMPT8KQ
223,DIS4RWOW,1909,DMQ2JO5
223,DIS4RWOW,1953,DMQTQJU
223,DIS4RWOW,1963,DMQXO1I
223,DIS4RWOW,1996,DMRBN05
223,DIS4RWOW,2028,DMRMS0L
223,DIS4RWOW,2034,DMRQD04
223,DIS4RWOW,2091,DMSLJP4
223,DIS4RWOW,2163,DMTK234
223,DIS4RWOW,2184,DMTW6IU
223,DIS4RWOW,2204,DMU6OFP
223,DIS4RWOW,2225,DMUIE76
223,DIS4RWOW,2287,DMVEK07
223,DIS4RWOW,2414,DMX4GND
223,DIS4RWOW,2448,DMXLKHV
223,DIS4RWOW,2452,DMXLZP6
223,DIS4RWOW,2457,DMXOELT
223,DIS4RWOW,2459,DMXPI8O
223,DIS4RWOW,2494,DMYAA80
223,DIS4RWOW,2504,DMYILBE
223,DIS4RWOW,2551,DMZ3OU6
224,DIS4S2FC,150,DM1WL9O
224,DIS4S2FC,152,DM1WYDU
224,DIS4S2FC,299,DM3VFPD
224,DIS4S2FC,363,DM4O90W
224,DIS4S2FC,415,DM5FSJA
224,DIS4S2FC,451,DM5SXUV
224,DIS4S2FC,664,DM8JXPZ
224,DIS4S2FC,766,DMA5OBU
224,DIS4S2FC,828,DMB0EUX
224,DIS4S2FC,973,DMD1RQK
224,DIS4S2FC,1222,DMGLP6S
224,DIS4S2FC,1373,DMIHRNA
224,DIS4S2FC,1525,DMKJ485
224,DIS4S2FC,1588,DMLK2QH
224,DIS4S2FC,1654,DMMJXGV
224,DIS4S2FC,1698,DMN6QO5
224,DIS4S2FC,1762,DMO95XI
224,DIS4S2FC,1844,DMP8HEL
224,DIS4S2FC,1929,DMQI0FU
224,DIS4S2FC,1980,DMR4HIW
224,DIS4S2FC,1984,DMR6N7H
224,DIS4S2FC,2024,DMRM3AW
224,DIS4S2FC,2053,DMS3GVE
224,DIS4S2FC,2215,DMUBP9O
224,DIS4S2FC,2422,DMX7V28
224,DIS4S2FC,2428,DMXBQAM
224,DIS4S2FC,2533,DMYVP5G
224,DIS4S2FC,2564,DMZA5PQ
225,DIS4UOE3,2021,DMRKXPT
226,DIS4UQOT,192,DM2AOTZ
226,DIS4UQOT,536,DM6VM38
226,DIS4UQOT,606,DM7NPJS
226,DIS4UQOT,715,DM96SE0
226,DIS4UQOT,863,DMBGZI3
226,DIS4UQOT,1379,DMIKFEL
226,DIS4UQOT,1398,DMIT8LX
226,DIS4UQOT,1516,DMKFQJP
226,DIS4UQOT,2290,DMVHJLX
226,DIS4UQOT,2477,DMY0KGJ
226,DIS4UQOT,2565,DMZAL7W
227,DIS4UWVC,960,DMCY8AF
227,DIS4UWVC,1776,DMOEVK6
227,DIS4UWVC,2328,DMVZQ2M
228,DIS4W83X,1727,DMNO38U
229,DIS4WDHV,13,DM05ZXO
229,DIS4WDHV,312,DM40MBV
229,DIS4WDHV,2532,DMYVFR3
230,DIS4X9QM,1499,DMK7MEY
232,DIS4YMZ8,595,DM7ICNU
232,DIS4YMZ8,1820,DMOVH1M
232,DIS4YMZ8,2145,DMTAJQE
232,DIS4YMZ8,2299,DMVN5OH
232,DIS4YMZ8,2396,DMWVCF3
232,DIS4YMZ8,2563,DMZA017
232,DIS4YMZ8,2578,DMZEPFJ
233,DIS4ZSCO,31,DM0DTF7
233,DIS4ZSCO,304,DM3W15N
233,DIS4ZSCO,406,DM5BXH9
233,DIS4ZSCO,450,DM5SQ1G
233,DIS4ZSCO,632,DM82Z30
233,DIS4ZSCO,929,DMCL2OK
233,DIS4ZSCO,1083,DMEOSTQ
233,DIS4ZSCO,1211,DMGFB0E
233,DIS4ZSCO,1696,DMN6CAG
233,DIS4ZSCO,1754,DMO381I
233,DIS4ZSCO,2231,DMUL45H
233,DIS4ZSCO,2528,DMYT0OG
234,DIS508KP,1611,DMLVSYX
235,DIS50C5O,1505,DMKB9FI
236,DIS50TOO,8,DM053KT
236,DIS50TOO,32,DM0DXA8
236,DIS50TOO,180,DM264B3
236,DIS50TOO,322,DM471KJ
236,DIS50TOO,395,DM53SRA
236,DIS50TOO,509,DM6I5GR
236,DIS50TOO,575,DM7BN0X
236,DIS50TOO,618,DM7U5QJ
236,DIS50TOO,633,DM84ZXF
236,DIS50TOO,715,DM96SE0
236,DIS50TOO,725,DM9G7BS
236,DIS50TOO,864,DMBHMOX
236,DIS50TOO,1115,DMFA5MY
236,DIS50TOO,1318,DMHPWOM
236,DIS50TOO,1516,DMKFQJP
236,DIS50TOO,1535,DMKQTBA
236,DIS50TOO,1646,DMMG26Z
236,DIS50TOO,1680,DMMWZET
236,DIS50TOO,1800,DMOM8AL
236,DIS50TOO,1814,DMOTQ1I
236,DIS50TOO,1881,DMPP4DT
236,DIS50TOO,2197,DMU3IET
236,DIS50TOO,2198,DMU4D5Y
236,DIS50TOO,2445,DMXKZT3
236,DIS50TOO,2565,DMZAL7W
237,DIS51975,1076,DMEMBJC
237,DIS51975,1274,DMH5LME
237,DIS51975,2214,DMUAZWG
238,DIS51FA4,280,DM3L52Q
238,DIS51FA4,638,DM87ZCN
238,DIS51FA4,725,DM9G7BS
238,DIS51FA4,745,DM9U4FO
238,DIS51FA4,829,DMB0FWL
238,DIS51FA4,868,DMBKJL1
238,DIS51FA4,922,DMCH7RU
238,DIS51FA4,926,DMCJLPB
238,DIS51FA4,1039,DME0E5T
238,DIS51FA4,1061,DMECB4H
238,DIS51FA4,1203,DMGBPSH
238,DIS51FA4,1292,DMHF1ID
238,DIS51FA4,1312,DMHP21E
238,DIS51FA4,1316,DMHPD2Y
238,DIS51FA4,1342,DMI18HW
238,DIS51FA4,1392,DMIOZ29
238,DIS51FA4,1435,DMJBZ8N
238,DIS51FA4,1458,DMJP5YF
238,DIS51FA4,1585,DMLHSE3
238,DIS51FA4,1710,DMNDJT5
238,DIS51FA4,1800,DMOM8AL
238,DIS51FA4,1870,DMPJCXG
238,DIS51FA4,1878,DMPO7S1
238,DIS51FA4,1909,DMQ2JO5
238,DIS51FA4,2151,DMTFK3O
238,DIS51FA4,2201,DMU54C3
238,DIS51FA4,2218,DMUDJZM
238,DIS51FA4,2253,DMUTYR2
238,DIS51FA4,2438,DMXGJEI
238,DIS51FA4,2583,DMZHUO5
239,DIS51GJ5,446,DM5QF9V
239,DIS51GJ5,531,DM6T2J3
239,DIS51GJ5,930,DMCLHO0
239,DIS51GJ5,2616,DMZVMKF
240,DIS51J8E,278,DM3KJBC
241,DIS51W5K,1818,DMOUMDV
242,DIS51WT2,202,DM2ET1M
242,DIS51WT2,412,DM5F84A
242,DIS51WT2,912,DMCA9QP
242,DIS51WT2,1168,DMFY307
242,DIS51WT2,1512,DMKE7L9
242,DIS51WT2,1834,DMP0UK2
242,DIS51WT2,1974,DMR2IQ4
242,DIS51WT2,2419,DMX6RTG
242,DIS51WT2,2582,DMZHPNE
243,DIS53JH9,907,DMC7W6R
244,DIS53TUF,2287,DMVEK07
245,DIS55P6V,346,DM4K7GQ
245,DIS55P6V,827,DMB08GE
245,DIS55P6V,2450,DMXLT8C
245,DIS55P6V,2556,DMZ6VEY
246,DIS56IFV,668,DM8KSQH
246,DIS56IFV,892,DMBYCU0
246,DIS56IFV,1043,DME1OHR
246,DIS56IFV,2470,DMXYJOB
247,DIS56MH2,1179,DMG281S
247,DIS56MH2,1574,DMLB81S
247,DIS56MH2,1839,DMP6G8T
247,DIS56MH2,2010,DMRHGI9
247,DIS56MH2,2305,DMVP5YE
249,DIS58KQX,100,DM17ONX
249,DIS58KQX,217,DM2NA4K
249,DIS58KQX,280,DM3L52Q
249,DIS58KQX,331,DM4BDON
249,DIS58KQX,398,DM56YN7
249,DIS58KQX,496,DM6C4YJ
249,DIS58KQX,509,DM6I5GR
249,DIS58KQX,616,DM7SWIA
249,DIS58KQX,716,DM98IXF
249,DIS58KQX,725,DM9G7BS
249,DIS58KQX,772,DMA8DPN
249,DIS58KQX,842,DMB4SFH
249,DIS58KQX,922,DMCH7RU
249,DIS58KQX,951,DMCT31R
249,DIS58KQX,1101,DMF3AN7
249,DIS58KQX,1156,DMFOVSD
249,DIS58KQX,1405,DMIVJ0D
249,DIS58KQX,1532,DMKMWQG
249,DIS58KQX,1534,DMKOXFE
249,DIS58KQX,1535,DMKQTBA
249,DIS58KQX,1544,DMKVWGE
249,DIS58KQX,1677,DMMV0KW
249,DIS58KQX,1710,DMNDJT5
249,DIS58KQX,1804,DMOMP9U
249,DIS58KQX,1966,DMQYLGP
249,DIS58KQX,2151,DMTFK3O
249,DIS58KQX,2157,DMTIGA0
249,DIS58KQX,2464,DMXTMBJ
249,DIS58KQX,2558,DMZ80SB
249,DIS58KQX,2583,DMZHUO5
250,DIS59VMN,5,DM03CP7
250,DIS59VMN,207,DM2HG4X
250,DIS59VMN,234,DM2TEOL
250,DIS59VMN,331,DM4BDON
250,DIS59VMN,682,DM8SMD1
250,DIS59VMN,716,DM98IXF
250,DIS59VMN,790,DMAHJEF
250,DIS59VMN,931,DMCMBHA
250,DIS59VMN,1096,DMF28YC
250,DIS59VMN,1195,DMG8K57
250,DIS59VMN,1210,DMGEMB7
250,DIS59VMN,1680,DMMWZET
250,DIS59VMN,1917,DMQ8FR2
250,DIS59VMN,1956,DMQVRZH
250,DIS59VMN,2064,DMS9503
250,DIS59VMN,2243,DMUPE07
250,DIS59VMN,2264,DMUYKBZ
251,DIS5ACCI,863,DMBGZI3
251,DIS5ACCI,2565,DMZAL7W
252,DIS5B72B,2264,DMUYKBZ
253,DIS5BUFB,258,DM3906J
254,DIS5C8KP,76,DM0VQN3
254,DIS5C8KP,218,DM2NLS9
254,DIS5C8KP,1195,DMG8K57
254,DIS5C8KP,1210,DMGEMB7
254,DIS5C8KP,1413,DMIZ6W2
254,DIS5C8KP,1680,DMMWZET
255,DIS5D4R1,79,DM0YJSB
255,DIS5D4R1,215,DM2M3ZA
255,DIS5D4R1,235,DM2TO9R
255,DIS5D4R1,237,DM2U4XQ
255,DIS5D4R1,284,DM3NMT6
255,DIS5D4R1,316,DM42HXN
255,DIS5D4R1,323,DM473VD
255,DIS5D4R1,352,DM4LSNE
255,DIS5D4R1,366,DM4PRFC
255,DIS5D4R1,563,DM783CH
255,DIS5D4R1,626,DM7YMIT
255,DIS5D4R1,630,DM80OZ5
255,DIS5D4R1,831,DMB0VY8
255,DIS5D4R1,841,DMB4OLE
255,DIS5D4R1,895,DMBZIVP
255,DIS5D4R1,911,DMC9O43
255,DIS5D4R1,1057,DMEADRK
255,DIS5D4R1,1113,DMF9G7L
255,DIS5D4R1,1237,DMGP8AX
255,DIS5D4R1,1289,DMHDF7B
255,DIS5D4R1,1340,DMI0GDH
255,DIS5D4R1,1342,DMI18HW
255,DIS5D4R1,1447,DMJIA6T
255,DIS5D4R1,1555,DML0RAE
255,DIS5D4R1,1562,DML4ZOT
255,DIS5D4R1,1604,DMLS39E
255,DIS5D4R1,1765,DMOB2F3
255,DIS5D4R1,1822,DMOWK6B
255,DIS5D4R1,1910,DMQ314B
255,DIS5D4R1,2095,DMSOQK1
255,DIS5D4R1,2097,DMSOX7I
255,DIS5D4R1,2099,DMSPJG2
255,DIS5D4R1,2134,DMT5HA4
255,DIS5D4R1,2300,DMVO0UB
255,DIS5D4R1,2488,DMY6T31
255,DIS5D4R1,2585,DMZI3WO
255,DIS5D4R1,2588,DMZJYBW
255,DIS5D4R1,2610,DMZTXCH
256,DIS5DV35,1591,DMLMNFX
256,DIS5DV35,1924,DMQFDRC
257,DIS5E5L7,360,DM4N7BT
257,DIS5E5L7,719,DM9BPLW
257,DIS5E5L7,1930,DMQI86A
257,DIS5E5L7,1931,DMQIMTK
258,DIS5EI0L,545,DM6Y3AN
258,DIS5EI0L,804,DMAOL2S
258,DIS5EI0L,943,DMCR1MV
258,DIS5EI0L,1826,DMOWZ6B
258,DIS5EI0L,1901,DMPZI3Q
258,DIS5EI0L,2145,DMTAJQE
259,DIS5EZKX,1110,DMF8DNE
260,DIS5F36E,207,DM2HG4X
260,DIS5F36E,1917,DMQ8FR2
261,DIS5IW5K,1917,DMQ8FR2
262,DIS5JBMI,376,DM4V6RL
262,DIS5JBMI,2114,DMSVOZT
262,DIS5JBMI,2263,DMUY35B
263,DIS5JC14,188,DM28MU7
263,DIS5JC14,232,DM2SDUF
263,DIS5JC14,790,DMAHJEF
263,DIS5JC14,1052,DME7KRM
263,DIS5JC14,1163,DMFSWGH
263,DIS5JC14,1195,DMG8K57
263,DIS5JC14,1210,DMGEMB7
263,DIS5JC14,1272,DMH4IVU
263,DIS5JC14,1330,DMHVBG1
263,DIS5JC14,1356,DMI6HUW
263,DIS5JC14,1491,DMK54YG
263,DIS5JC14,1642,DMMFCIH
263,DIS5JC14,1695,DMN5T2A
263,DIS5JC14,1789,DMOJ4ZI
263,DIS5JC14,1874,DMPMYE8
263,DIS5JC14,1901,DMPZI3Q
